sample_idx,pearson_correlation,mse
471,0.9946377944639418,0.0122660585
472,0.9946964935544201,0.020643178
473,0.9960900721025412,0.01835345
474,0.9954733321235122,0.013507169
475,0.9957632059072745,0.018032365
476,0.9945828744545343,0.012183709
477,0.9914244033315195,0.030245665
478,0.9933943050627084,0.025370108
479,0.9955236016326587,0.018916344
480,0.993336200544702,0.019643905
481,0.9878476687481633,0.01699652
482,0.9939089669590065,0.014703322
483,0.9959769322410215,0.011956663
484,0.9964021456864056,0.021569641
485,0.9873450418762306,0.019824738
486,0.9914120421624102,0.026535125
487,0.9952790994891757,0.020462576
488,0.9958954176562425,0.022570165
489,0.9957627629259581,0.017881978
490,0.9952600455921078,0.02198629
491,0.9930546573992767,0.028330818
492,0.9944127466930981,0.032713484
493,0.9953991567026108,0.029124299
494,0.9949051300699807,0.018213283
495,0.9961559258634182,0.022951638
496,0.9957843722395481,0.020490848
497,0.9939856710166319,0.0097275255
498,0.995294047997364,0.016652852
499,0.9941318625157798,0.028775273
500,0.994739812694119,0.017037557
501,0.9946217579113887,0.010103122
502,0.9957268492268649,0.020146167
503,0.9951981422281477,0.01847617
504,0.9949500012893806,0.014359849
505,0.9953159546080798,0.017485555
506,0.9943931419763052,0.016839892
507,0.9948243924835461,0.024851944
508,0.9945146209464387,0.01821773
509,0.9950814592706791,0.01421086
510,0.9951874048904257,0.01854517
511,0.9891146161376009,0.033634517
512,0.9948475891169877,0.023738079
513,0.996725858567309,0.016009813
514,0.9945355002902749,0.015640114
515,0.9943784164693369,0.013192709
516,0.9939396640265489,0.026703881
517,0.9948180321058151,0.023810593
518,0.9939670423233783,0.013196062
519,0.9938422703178139,0.023549983
520,0.9940950475269312,0.027775751
521,0.9954789817407652,0.01217131
522,0.9942631429353537,0.012986967
523,0.9941684733138857,0.018629683
524,0.9922119478274058,0.015698656
525,0.9953102005582865,0.016047832
526,0.9956291138993876,0.017144162
527,0.9925028489857065,0.036382437
528,0.9925507451181562,0.018239977
529,0.9943100089485434,0.019965839
530,0.9944921837099405,0.012218484
531,0.9944039238998864,0.011717127
532,0.9949477074256149,0.020778032
533,0.9960159326061445,0.017009672
534,0.9949775993800256,0.023358768
535,0.9944912429295599,0.018401438
536,0.984149909236465,0.029437635
537,0.9950533939751864,0.015743943
538,0.9938307246714331,0.010304415
539,0.9952097519512757,0.018399326
540,0.9955167209499564,0.020077264
541,0.9961773178150483,0.017330728
542,0.9946064141058095,0.030967819
543,0.9917814559397782,0.038974654
544,0.9925843980714937,0.020362807
545,0.9940689494238766,0.018585939
546,0.990680229510862,0.012428053
547,0.99523028177529,0.016912248
548,0.9955644336400603,0.016718755
549,0.9947891978046112,0.023669465
550,0.9928622022888501,0.01793513
551,0.9946646495323742,0.020811696
552,0.9960461666658267,0.020409804
553,0.9939582623402,0.015389122
554,0.9952623021301438,0.010993258
555,0.9943397824857985,0.0065404517
556,0.994304639381818,0.0306701
557,0.9947982948081864,0.03235562
558,0.9914014200784256,0.014731841
559,0.993948472545758,0.010611372
560,0.9952221932104821,0.024783242
561,0.9938907302685055,0.019387221
562,0.9937483036561117,0.030008549
563,0.9958968228574356,0.018317867
564,0.9944524623001212,0.01624388
565,0.995934244532744,0.019101469
